rec_survey_id	role	recommender_id	familiar_with_movie	knowledgeable	age_group	gender	race	degree	job	marital_status	political_view	religion	seeker_id	date
first_batch_693	RECOMMENDER	user_1008	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Master	Employed	Married	Conservative	Protestant	user_1009	2019-12-05 07:38:27.232623
first_batch_694	RECOMMENDER	user_1010	Strongly agree	Strongly agree	55 - 74	Male	Caucasian	Master	Employed	Divorced	Moderate	Atheist	user_918	2019-12-05 07:44:30.162239
first_batch_695	RECOMMENDER	user_1011	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Moderate	Other	user_1012	2019-12-05 09:02:55.193822
first_batch_696	RECOMMENDER	user_870	Agree	Agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_1013	2019-12-05 09:27:44.947705
first_batch_697	RECOMMENDER	user_870	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_1014	2019-12-05 09:46:53.912269
first_batch_698	RECOMMENDER	user_1015	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Buddhist	user_1016	2019-12-05 10:37:58.207544
first_batch_699	RECOMMENDER	user_1017	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_821	2019-12-05 10:40:10.296016
first_batch_700	RECOMMENDER	user_126	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Vocational Training	Employed	Married	Moderate	Other	user_1018	2019-12-05 10:44:31.873508
first_batch_701	RECOMMENDER	user_97	Strongly agree	Strongly agree	18 - 24	Male	Southeast Asian	Associate Degree	Employed	Never been married	Moderate	Atheist	user_1019	2019-12-05 11:21:09.935028
first_batch_702	RECOMMENDER	user_5	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Divorced	Moderate	Protestant	user_1020	2019-12-05 11:32:54.459166
first_batch_703	RECOMMENDER	user_1021	Strongly disagree	Strongly disagree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	University Student	Living with partner	Liberal	Atheist	user_1022	2019-12-05 11:37:03.728184
first_batch_704	RECOMMENDER	user_1023	Strongly agree	Strongly agree	25 - 34	Female	Native American/American Indian/Alaskan Native	Associate Degree	Non-university student	Never been married	Moderate	Other	user_386	2019-12-05 11:46:43.657812
first_batch_705	RECOMMENDER	user_4	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Conservative	Atheist	user_1024	2019-12-05 11:49:00.056899
first_batch_706	RECOMMENDER	user_1025	Strongly disagree	Strongly agree	25 - 34	Female	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_44	2019-12-05 12:18:02.295823
first_batch_707	RECOMMENDER	user_1026	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_1027	2019-12-05 12:21:31.690495
first_batch_708	RECOMMENDER	user_1028	Strongly disagree	Strongly disagree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1029	2019-12-05 12:27:31.776371
first_batch_709	RECOMMENDER	user_1030	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1031	2019-12-05 12:38:05.872189
first_batch_710	RECOMMENDER	user_1032	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Homemaker	Married	Conservative	Other	user_1033	2019-12-05 12:47:44.926321
first_batch_711	RECOMMENDER	user_1034	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Vocational Training	Employed	Never been married	Moderate	Other	user_1035	2019-12-05 12:59:17.067787
first_batch_712	RECOMMENDER	user_1026	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_579	2019-12-05 13:18:36.781892
first_batch_713	RECOMMENDER	user_562	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Atheist	user_1036	2020-02-21 14:53:22.297313
first_batch_714	RECOMMENDER	user_1037	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Roman Catholic	user_404	2020-02-21 15:03:57.018109
first_batch_715	RECOMMENDER	user_509	Disagree	Disagree	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_562	2020-02-21 15:20:22.873077
first_batch_716	RECOMMENDER	user_444	Agree	Agree	25 - 34	Male	East Asian	Doctorate	Employed	Living with partner	Moderate	Roman Catholic	user_1038	2020-02-21 15:21:38.746173
first_batch_717	RECOMMENDER	user_1039	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_1040	2020-02-21 17:05:56.358239
first_batch_718	RECOMMENDER	user_80	Agree	Agree	25 - 34	Male	African	Vocational Training	Employed	Never been married	Liberal	Roman Catholic	user_504	2020-02-21 17:15:58.025896
first_batch_719	RECOMMENDER	user_568	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Protestant	user_1041	2020-02-21 17:56:50.251650
first_batch_720	RECOMMENDER	user_581	Neither agree nor disagree	Neither agree nor disagree	35 - 44	Female	Caucasian	High School/GED	Unable to Work	Never been married	Moderate	Other	user_1042	2020-02-21 18:34:36.446835
first_batch_721	RECOMMENDER	user_598	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	Employed	Married	Moderate	Other	user_851	2020-02-21 19:02:42.107516
first_batch_722	RECOMMENDER	user_581	Neither agree nor disagree	Neither agree nor disagree	35 - 44	Female	Caucasian	High School/GED	Unable to Work	Never been married	Moderate	Other	user_1043	2020-02-21 19:16:35.039830
first_batch_723	RECOMMENDER	user_1044	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Conservative	Protestant	user_1045	2020-02-21 19:23:35.671189
first_batch_724	RECOMMENDER	user_1046	Agree	Agree	55 - 74	Male	Caucasian	"Professional Postgraduate Degree (Medical, Law, etc)"	Retired	Divorced	Liberal	Other	user_1047	2020-02-21 19:48:18.495449
first_batch_725	RECOMMENDER	user_1048	Strongly agree	Agree	18 - 24	Male	Caucasian	No Degree	Employed	Never been married	Conservative	Protestant	user_1049	2020-02-21 20:02:26.746182
first_batch_726	RECOMMENDER	user_444	Agree	Agree	25 - 34	Male	East Asian	Doctorate	Employed	Living with partner	Moderate	Roman Catholic	user_1050	2020-02-21 20:23:47.094708
first_batch_727	RECOMMENDER	user_1051	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Other	user_444	2020-02-21 20:48:52.657353
first_batch_728	RECOMMENDER	user_1052	Strongly agree	Strongly agree	35 - 44	Male	African	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1053	2020-02-21 21:26:20.164850
first_batch_729	RECOMMENDER	user_1054	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Living with partner	Moderate	Protestant	user_1055	2020-02-21 23:15:08.142298
first_batch_730	RECOMMENDER	user_1056	Agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Non-university student	Never been married	Moderate	Protestant	user_1057	2020-02-22 01:11:49.509596
first_batch_731	RECOMMENDER	user_1058	Agree	Agree	18 - 24	Female	African	Associate Degree	University Student	Never been married	Liberal	Protestant	user_1059	2020-02-22 08:08:01.459170
first_batch_732	RECOMMENDER	user_1060	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1061	2020-02-22 08:28:00.676103
first_batch_733	RECOMMENDER	user_962	Neither agree nor disagree	Neither agree nor disagree	25 - 34	Male	Caucasian	Master	Employed	Never been married	Liberal	Atheist	user_1062	2020-02-22 10:06:27.853789
first_batch_734	RECOMMENDER	user_562	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	No Degree	Employed	Never been married	Moderate	Atheist	user_1063	2020-02-22 11:29:25.878041
first_batch_735	RECOMMENDER	user_1064	Strongly disagree	Strongly disagree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Other	user_1065	2020-02-22 11:36:56.716044
first_batch_736	RECOMMENDER	user_1066	Agree	Agree	18 - 24	Male	Caucasian	Associate Degree	University Student	Never been married	Moderate	Other	user_1067	2020-02-22 12:18:46.498022
first_batch_737	RECOMMENDER	user_1068	Agree	Agree	18 - 24	Female	South Asian	High School/GED	Employed	Living with partner	Liberal	Atheist	user_1069	2020-02-22 13:39:27.663627
first_batch_738	RECOMMENDER	user_1070	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Protestant	user_1071	2020-02-22 14:34:31.164944
first_batch_739	RECOMMENDER	user_1072	Strongly disagree	Strongly disagree	25 - 34	Female	African	Master	Non-university student	Never been married	Liberal	Other	user_1073	2020-02-22 16:07:43.866947
first_batch_740	RECOMMENDER	user_1074	Agree	Agree	35 - 44	Female	Caucasian	High School/GED	Employed	Separated	Conservative	Roman Catholic	user_1075	2020-02-22 18:23:48.120201
first_batch_741	RECOMMENDER	user_1076	Strongly agree	Agree	18 - 24	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Conservative	Mormon	user_1077	2020-02-22 19:08:08.153274
first_batch_742	RECOMMENDER	user_1078	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Master	Employed	Married	Liberal	Jewish	user_1079	2020-02-22 19:12:17.423227
first_batch_743	RECOMMENDER	user_1080	Strongly agree	Strongly agree	45 - 54	Male	Native American/American Indian/Alaskan Native	Associate Degree	Employed	Married	Liberal	Atheist	user_1081	2020-02-22 19:20:42.651170
first_batch_744	RECOMMENDER	user_1082	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1083	2020-02-22 19:30:57.632397
first_batch_745	RECOMMENDER	user_1084	Strongly agree	Strongly agree	18 - 24	Female	African	No Degree	Employed	Never been married	Moderate	Other	user_557	2020-02-22 19:45:32.147899
first_batch_746	RECOMMENDER	user_1085	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_1086	2020-02-22 19:49:32.305123
first_batch_747	RECOMMENDER	user_1087	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Associate Degree	Employed	Living with partner	Moderate	Other	user_1088	2020-02-22 23:29:18.833997
first_batch_748	RECOMMENDER	user_1089	Disagree	Agree	18 - 24	Female	Southeast Asian	High School/GED	Employed	Living with partner	Moderate	Protestant	user_1090	2020-02-23 00:44:03.765592
first_batch_749	RECOMMENDER	user_1091	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_1092	2020-02-23 05:09:41.765380
first_batch_751	RECOMMENDER	user_1093	Neither agree nor disagree	Agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Mormon	user_1094	2020-02-23 07:34:11.547644
first_batch_752	RECOMMENDER	user_1095	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Conservative	Other	user_1096	2020-02-23 08:34:14.384998
first_batch_753	RECOMMENDER	user_1097	Disagree	Disagree	18 - 24	Male	African	No Degree	Employed	Never been married	Moderate	Atheist	user_1098	2020-02-23 08:57:46.751480
first_batch_754	RECOMMENDER	user_1099	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Protestant	user_1100	2020-02-23 09:00:24.652646
first_batch_755	RECOMMENDER	user_1101	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Atheist	user_1102	2020-02-23 09:52:37.117229
first_batch_756	RECOMMENDER	user_681	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_1103	2020-02-23 12:32:54.092940
first_batch_757	RECOMMENDER	user_1104	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Other	user_76	2020-02-23 12:56:53.675209
first_batch_758	RECOMMENDER	user_1105	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Master	University Student	Never been married	Liberal	Atheist	user_1106	2020-02-23 16:07:36.246260
first_batch_759	RECOMMENDER	user_1107	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Atheist	user_1108	2020-02-23 16:23:51.488793
first_batch_760	RECOMMENDER	user_1109	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Living with partner	Moderate	Roman Catholic	user_1110	2020-02-23 17:14:53.343341
first_batch_761	RECOMMENDER	user_1111	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_1112	2020-02-23 18:21:09.306412
first_batch_762	RECOMMENDER	user_1064	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Protestant	user_1113	2020-02-23 19:09:26.335965
first_batch_763	RECOMMENDER	user_1114	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_1115	2020-02-23 20:37:52.574519
first_batch_764	RECOMMENDER	user_1116	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Roman Catholic	user_1117	2020-02-23 21:54:28.881002
first_batch_765	RECOMMENDER	user_1118	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	Non-university student	Never been married	Moderate	Roman Catholic	user_1119	2020-02-24 03:16:12.302700
first_batch_766	RECOMMENDER	user_1120	Agree	Strongly agree	18 - 24	Other	Caucasian	High School/GED	Unable to Work	Never been married	Moderate	Other	user_1121	2020-02-24 05:24:39.238403
first_batch_767	RECOMMENDER	user_1008	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Master	Employed	Married	Conservative	Protestant	user_1122	2020-02-24 06:17:18.779714
first_batch_768	RECOMMENDER	user_1123	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_1124	2020-02-24 07:18:49.499970
first_batch_769	RECOMMENDER	user_1125	Disagree	Disagree	55 - 74	Male	Caucasian	Master	Employed	Divorced	Moderate	Other	user_1093	2020-02-24 07:36:47.379771
second_batch_0	RECOMMENDER	user_1126	Agree	Agree	35 - 44	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Mormon	user_1127	2020-02-24 15:18:11.313994
second_batch_2	RECOMMENDER	user_1128	Agree	Agree	45 - 54	Female	Caucasian	"Professional Postgraduate Degree (Medical	 Law	 etc)"	Employed	Married	Liberal	Protestant	user_1129	2020-02-24 15:54:11.725253
second_batch_3	RECOMMENDER	user_1130	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Vocational Training	Employed	Living with partner	Moderate	Roman Catholic	user_1131	2020-02-24 16:04:47.237591
second_batch_4	RECOMMENDER	user_1132	Strongly agree	Strongly agree	55 - 74	Female	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_1133	2020-02-24 16:10:53.725392
second_batch_5	RECOMMENDER	user_1134	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Other	user_1135	2020-02-24 16:48:40.680942
second_batch_6	RECOMMENDER	user_1136	Agree	Neither agree nor disagree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1137	2020-02-24 17:01:34.318126
second_batch_7	RECOMMENDER	user_1138	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Conservative	Other	user_1139	2020-02-24 17:09:31.686230
second_batch_8	RECOMMENDER	user_875	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Atheist	user_1140	2020-02-24 17:25:31.656688
second_batch_9	RECOMMENDER	user_1141	Neither agree nor disagree	Neither agree nor disagree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1142	2020-02-24 17:27:51.914620
second_batch_10	RECOMMENDER	user_1143	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Associate Degree	Employed	Never been married	Moderate	Protestant	user_1144	2020-02-24 18:59:01.465313
second_batch_11	RECOMMENDER	user_1145	Strongly agree	Agree	45 - 54	Male	East Asian	Master	Employed	Married	Moderate	Buddhist	user_1146	2020-02-24 20:08:33.193571
second_batch_13	RECOMMENDER	user_1147	Strongly disagree	Strongly disagree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1148	2020-02-25 07:08:46.069582
second_batch_14	RECOMMENDER	user_1149	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	High School/GED	Homemaker	Married	Liberal	Other	user_1150	2020-02-25 08:33:31.448578
second_batch_15	RECOMMENDER	user_1151	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_1152	2020-02-25 08:33:37.186463
second_batch_16	RECOMMENDER	user_1153	Strongly agree	Strongly agree	25 - 34	Female	Native American/American Indian/Alaskan Native	High School/GED	Employed	Divorced	Conservative	Protestant	user_1130	2020-02-25 09:36:41.248835
second_batch_18	RECOMMENDER	user_1154	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Associate Degree	University Student	Never been married	Conservative	Other	user_1155	2020-02-25 10:32:22.477424
second_batch_19	RECOMMENDER	user_1156	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Associate Degree	Homemaker	Married	Conservative	Protestant	user_1157	2020-02-25 11:29:10.736486
second_batch_20	RECOMMENDER	user_1158	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_1159	2020-02-25 12:46:05.375171
