seeker_survey_id	role	seeker_id	case	competent	confident	efficient	knowledgeable	warm	agreable	trustworthy	sincere	engaging	persuasive	natural	rich_vocab	creative	pressure_me	manipulative	boring	recommender_id
first_batch_728	SEEKER	user_984	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Strongly disagree	Disagree	user_164
first_batch_730	SEEKER	user_986	accept_uninterested	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_985
first_batch_732	SEEKER	user_257	accept_rating_good	Agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_987
first_batch_731	SEEKER	user_989	accept_uninterested	Agree	Disagree	Agree	Strongly agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_988
first_batch_734	SEEKER	user_990	accept_rating_good	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_386
first_batch_733	SEEKER	user_992	accept_uninterested	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Disagree	Disagree	Disagree	user_991
first_batch_735	SEEKER	user_317	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_993
first_batch_736	SEEKER	user_995	accept_rating_good	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	Disagree	user_994
first_batch_737	SEEKER	user_997	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	user_996
first_batch_738	SEEKER	user_998	accept_uninterested	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Agree	Disagree	Disagree	user_76
first_batch_739	SEEKER	user_1000	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	user_999
first_batch_740	SEEKER	user_1002	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1001
first_batch_774	SEEKER	user_641	accept_rating_good	Agree	Agree	Strongly agree	Strongly agree	Disagree	Agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Disagree	user_1003
first_batch_776	SEEKER	user_1004	accept_others	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Disagree	user_304
first_batch_778	SEEKER	user_1006	accept_rating_good	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1005
first_batch_777	SEEKER	user_373	accept_rating_good	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_1007
first_batch_779	SEEKER	user_1009	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	user_1008
first_batch_780	SEEKER	user_918	accept_rating_good	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	user_1010
first_batch_781	SEEKER	user_1012	accept_uninterested	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_1011
first_batch_782	SEEKER	user_1013	accept_others	Neither agree nor disagree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	user_870
first_batch_783	SEEKER	user_1014	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_870
first_batch_785	SEEKER	user_1016	accept_others	Disagree	Neither agree nor disagree	Disagree	Agree	Disagree	Strongly disagree	Agree	Agree	Strongly disagree	Disagree	Agree	Disagree	Disagree	Disagree	Strongly disagree	Agree	user_1015
first_batch_784	SEEKER	user_821	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Agree	user_1017
first_batch_786	SEEKER	user_1018	accept_others	Strongly agree	Neither agree nor disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_126
first_batch_787	SEEKER	user_1019	accept_others	Agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_97
first_batch_788	SEEKER	user_1020	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Disagree	user_5
first_batch_789	SEEKER	user_1022	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1021
first_batch_790	SEEKER	user_386	accept_rating_good	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1023
first_batch_791	SEEKER	user_1024	accept_rating_good	Agree	Agree	Agree	Agree	Disagree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	Disagree	Agree	user_4
first_batch_792	SEEKER	user_44	accept_uninterested	Agree	Agree	Disagree	Disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	Neither agree nor disagree	Disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	user_1025
first_batch_793	SEEKER	user_1027	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1026
first_batch_794	SEEKER	user_1029	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1028
first_batch_795	SEEKER	user_1031	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1030
first_batch_796	SEEKER	user_1033	accept_rating_good	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1032
first_batch_797	SEEKER	user_1035	accept_others	Agree	Neither agree nor disagree	Disagree	Agree	Disagree	Agree	Neither agree nor disagree	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Agree	user_1034
first_batch_798	SEEKER	user_579	reject	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_1026
first_batch_799	SEEKER	user_1036	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Disagree	user_562
first_batch_800	SEEKER	user_404	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1037
first_batch_801	SEEKER	user_562	accept_rating_mod	Disagree	Disagree	Disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Agree	user_509
first_batch_802	SEEKER	user_1038	accept_rating_good	Agree	Neither agree nor disagree	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_444
first_batch_803	SEEKER	user_1040	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Agree	Agree	Agree	Disagree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_1039
first_batch_804	SEEKER	user_504	accept_rating_good	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_80
first_batch_805	SEEKER	user_1041	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_568
first_batch_806	SEEKER	user_1042	accept_rating_good	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	user_581
first_batch_807	SEEKER	user_851	accept_others	Agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	user_598
first_batch_808	SEEKER	user_1043	accept_uninterested	Neither agree nor disagree	Agree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Agree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	user_581
first_batch_809	SEEKER	user_1045	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_1044
first_batch_810	SEEKER	user_1047	accept_rating_good	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1046
first_batch_811	SEEKER	user_1049	accept_rating_good	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Disagree	Neither agree nor disagree	Strongly disagree	user_1048
first_batch_812	SEEKER	user_1050	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_444
first_batch_813	SEEKER	user_444	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Agree	Disagree	Disagree	Agree	user_1051
first_batch_814	SEEKER	user_1053	accept_rating_good	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Strongly agree	Agree	user_1052
first_batch_815	SEEKER	user_1055	accept_uninterested	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	user_1054
first_batch_816	SEEKER	user_1057	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1056
first_batch_819	SEEKER	user_1059	accept_rating_good	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Neither agree nor disagree	user_1058
first_batch_820	SEEKER	user_1061	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_1060
first_batch_821	SEEKER	user_1062	reject	Agree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_962
first_batch_822	SEEKER	user_1063	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_562
first_batch_823	SEEKER	user_1065	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	user_1064
first_batch_824	SEEKER	user_1067	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1066
first_batch_825	SEEKER	user_1069	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Disagree	user_1068
first_batch_826	SEEKER	user_1071	accept_rating_mod	Agree	Agree	Disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1070
first_batch_827	SEEKER	user_1073	accept_others	Agree	Strongly agree	Neither agree nor disagree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1072
first_batch_828	SEEKER	user_1075	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Strongly disagree	Disagree	Not sure	user_1074
first_batch_830	SEEKER	user_1077	accept_others	Strongly agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	user_1076
